language,model_level,prior_regime,threshold_mode,n_participants,n_verbs,n_items_per_cell,beta_semantics,beta_active_interaction,beta_pseudo_interaction,has_pseudo_passive,iter,warmup,chains,seed,include_gender,beta_gender
Turkish,L2_sentence_type_slopes_only,primary,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,2014,FALSE,0
Norwegian,L5_correlated_maximal,primary,broad,30,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3001,FALSE,0
Norwegian,L5_correlated_maximal,primary,broad,50,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3002,FALSE,0
Norwegian,L5_correlated_maximal,literature_centred,broad,30,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3003,FALSE,0
Norwegian,L4_uncorrelated_maximal,primary,broad,30,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3004,FALSE,0
Norwegian,L2_sentence_type_slopes_only,primary,broad,30,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3005,FALSE,0
AllLanguages,L5_cross_maximal,primary,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9001,FALSE,0
AllLanguages,L5_cross_maximal,primary,broad,40,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9002,FALSE,0
AllLanguages,L5_cross_maximal,primary,broad,50,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9003,FALSE,0
AllLanguages,L5_cross_maximal,primary,broad,60,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9004,FALSE,0
AllLanguages,L5_cross_maximal,primary,ceiling_calibrated,30,20,1,0.8,-0.5,-0.2,TRUE,5000,2000,16,9005,FALSE,0
AllLanguages,L5_cross_maximal,primary,ceiling_calibrated,50,20,1,0.8,-0.5,-0.2,TRUE,5000,2000,16,9006,FALSE,0
AllLanguages,L5_cross_maximal,literature_centred,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9007,FALSE,0
AllLanguages,L5_cross_maximal,literature_centred,broad,50,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9008,FALSE,0
AllLanguages,L5_cross_maximal,weak,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9009,FALSE,0
AllLanguages,L5_cross_maximal,weak,broad,50,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9010,FALSE,0
AllLanguages,L4_cross_uncorrelated,primary,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9011,FALSE,0
AllLanguages,L4_cross_uncorrelated,primary,broad,50,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,9012,FALSE,0
English,L5_correlated_maximal,primary,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,1101,TRUE,0.3
English,L5_correlated_maximal,primary,broad,40,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,1102,TRUE,0.3
English,L5_correlated_maximal,primary,broad,50,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,1103,TRUE,0.3
English,L5_correlated_maximal,primary,broad,60,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,1104,TRUE,0.3
Turkish,L5_correlated_maximal,primary,broad,30,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,2101,TRUE,0.3
Turkish,L5_correlated_maximal,primary,broad,50,20,1,0.8,-0.5,0.2,TRUE,5000,2000,16,2102,TRUE,0.3
Norwegian,L5_correlated_maximal,primary,broad,30,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3101,TRUE,0.3
Norwegian,L5_correlated_maximal,primary,broad,50,20,1,0.8,-0.5,0,FALSE,5000,2000,16,3102,TRUE,0.3
