language,model_level,prior_regime,threshold_mode,n_participants,n_verbs,n_items_per_cell,beta_semantics,beta_active_interaction,beta_pseudo_interaction,has_pseudo_passive,iter,warmup,chains,seed,include_gender,beta_gender
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400040,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400041,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400042,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400043,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400044,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400045,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400046,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400047,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400048,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400049,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400050,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400051,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400052,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400053,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400054,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400055,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400056,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400057,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400058,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400059,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400060,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400061,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400062,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400063,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400064,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400065,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400066,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400067,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400068,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400069,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400070,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400071,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400072,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400073,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400074,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400075,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400076,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400077,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400078,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400079,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400080,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400081,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400082,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400083,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400084,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400085,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400086,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400087,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400088,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400089,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400090,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400091,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400092,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400093,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400094,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400095,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400096,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400097,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400098,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400099,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400100,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400101,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400102,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400103,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400104,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400105,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400106,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400107,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400108,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400109,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400110,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400111,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400112,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400113,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400114,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400115,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400116,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400117,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400118,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400119,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400120,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400121,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400122,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400123,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400124,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400125,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400126,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400127,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400128,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400129,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400130,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400131,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400132,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400133,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400134,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400135,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400136,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400137,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400138,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400139,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400140,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400141,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400142,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400143,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400144,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400145,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400146,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400147,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400148,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400149,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400150,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400151,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400152,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400153,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400154,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400155,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400156,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400157,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400158,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400159,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400160,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400161,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400162,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400163,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400164,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400165,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400166,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400167,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400168,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400169,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400170,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400171,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400172,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400173,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400174,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400175,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400176,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400177,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400178,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400179,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400180,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400181,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400182,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400183,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400184,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400185,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400186,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400187,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400188,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400189,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400190,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400191,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400192,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400193,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400194,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400195,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400196,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400197,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400198,FALSE,0
English,L5_correlated_maximal,proposal,broad,70,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400199,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400200,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400201,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400202,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400203,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400204,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400205,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400206,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400207,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400208,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400209,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400210,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400211,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400212,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400213,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400214,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400215,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400216,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400217,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400218,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400219,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400220,FALSE,0
English,L5_correlated_maximal,proposal,broad,80,20,1,0.8,-0.5,0.2,TRUE,3000,1000,4,400221,FALSE,0
