language,n_participants,n_verbs,hypothesis,reps,n_conv,p_bf_primary,p_bf_primary_conv,p_bf_secondary,p_convergence_ok,median_bf
English,80,20,H2b_pseudo_negative,50,50,0,0,0,1,0.13472501082169686
English,90,20,H1a_semantics_positive,50,50,0.5,0.5,0.72,1,9.606019743064472
English,90,20,H1b_active_interaction_negative,50,50,0.74,0.74,0.92,1,39.7568898410522
English,90,20,H2a_pseudo_positive,50,50,0.24,0.24,0.68,1,5.719404211361165
English,90,20,H2b_pseudo_negative,50,50,0,0,0,1,0.17486090575286975
English,100,20,H1a_semantics_positive,50,50,0.44,0.44,0.76,1,9.054422540906822
English,100,20,H1b_active_interaction_negative,50,50,0.76,0.76,0.94,1,24.44037067018864
English,100,20,H2a_pseudo_positive,50,50,0.38,0.38,0.66,1,4.075204430271675
English,100,20,H2b_pseudo_negative,50,50,0,0,0,1,0.24547149094467985
English,120,20,H1a_semantics_positive,50,50,0.5,0.5,0.72,1,10.085141692643468
English,120,20,H1b_active_interaction_negative,50,50,0.8,0.8,0.96,1,41.03663475252392
English,120,20,H2a_pseudo_positive,50,50,0.56,0.56,0.78,1,12.8618919931142
English,120,20,H2b_pseudo_negative,50,50,0,0,0,1,0.07778218759140865
English,50,40,H1a_semantics_positive,50,50,0.74,0.74,0.96,1,27.870689635984323
English,50,40,H1b_active_interaction_negative,50,50,0.76,0.76,0.88,1,21.491693281032077
English,50,40,H2a_pseudo_positive,50,50,0.46,0.46,0.74,1,7.652132156067923
English,50,40,H2b_pseudo_negative,50,50,0,0,0,1,0.13068274156944829
English,60,40,H1a_semantics_positive,50,50,0.94,0.94,1,1,53.167740991353014
English,60,40,H1b_active_interaction_negative,50,50,0.8,0.8,0.96,1,36.65806502267445
English,60,40,H2a_pseudo_positive,50,50,0.68,0.68,0.94,1,24.698540500339604
English,60,40,H2b_pseudo_negative,50,50,0,0,0,1,0.040548781852366184
English,70,40,H1a_semantics_positive,50,49,0.76,0.7551020408163265,0.98,0.98,31.033531881385372
English,70,40,H1b_active_interaction_negative,50,49,0.86,0.8571428571428571,0.96,0.98,79.74141253940786
English,70,40,H2a_pseudo_positive,50,49,0.6,0.6122448979591837,0.86,0.98,15.892248823525737
English,70,40,H2b_pseudo_negative,50,49,0,0,0.02,0.98,0.06295790076645279
English,80,40,H1a_semantics_positive,50,49,0.8,0.7959183673469388,0.98,0.98,25.791167376607923
English,80,40,H1b_active_interaction_negative,50,49,0.96,0.9591836734693877,0.98,0.98,175.5052825332126
English,80,40,H2a_pseudo_positive,50,49,0.52,0.5306122448979592,0.88,0.98,10.769543267604114
English,80,40,H2b_pseudo_negative,50,49,0,0,0,0.98,0.0931287574923618
English,90,40,H1a_semantics_positive,50,49,0.88,0.8775510204081632,1,0.98,49.3511228801524
English,90,40,H1b_active_interaction_negative,50,49,0.96,0.9591836734693877,1,0.98,508.408746451174
English,90,40,H2a_pseudo_positive,50,49,0.58,0.5918367346938775,0.88,0.98,12.38090730200421
English,90,40,H2b_pseudo_negative,50,49,0,0,0,0.98,0.0808325425155004
English,100,40,H1a_semantics_positive,50,48,0.78,0.7708333333333334,0.94,0.96,97.21279316889422
English,100,40,H1b_active_interaction_negative,50,48,0.94,0.9375,1,0.96,763.1460404170471
English,100,40,H2a_pseudo_positive,50,48,0.42,0.4166666666666667,0.82,0.96,8.626033648664096
English,100,40,H2b_pseudo_negative,50,48,0,0,0,0.96,0.11599735217309456
English,120,40,H1a_semantics_positive,50,44,0.84,0.8181818181818182,0.96,0.88,62.00119772143711
English,120,40,H1b_active_interaction_negative,50,44,0.98,0.9772727272727273,0.98,0.88,3192.386994661332
English,120,40,H2a_pseudo_positive,50,44,0.68,0.7272727272727273,0.82,0.88,20.249248152488754
English,120,40,H2b_pseudo_negative,50,44,0,0,0,0.88,0.04943178875779165
English,50,50,H1a_semantics_positive,50,49,0.78,0.7755102040816326,0.98,0.98,40.20925047951273
English,50,50,H1b_active_interaction_negative,50,49,0.86,0.8571428571428571,1,0.98,89.41512975996594
English,50,50,H2a_pseudo_positive,50,49,0.52,0.5102040816326531,0.82,0.98,10.830534287888797
English,50,50,H2b_pseudo_negative,50,49,0,0,0,0.98,0.0924352155349547
English,60,50,H1a_semantics_positive,48,42,0.9375,0.9523809523809523,0.9791666666666666,0.875,116.24297455883762
English,60,50,H1b_active_interaction_negative,48,42,0.9583333333333334,0.9523809523809523,1,0.875,306.37539825547253
English,60,50,H2a_pseudo_positive,48,42,0.5,0.47619047619047616,0.8333333333333334,0.875,9.561140151866418
English,60,50,H2b_pseudo_negative,48,42,0,0,0,0.875,0.10599933468281064
English,70,50,H1a_semantics_positive,49,48,0.8979591836734694,0.8958333333333334,1,0.9795918367346939,112.12039202583746
English,70,50,H1b_active_interaction_negative,49,48,0.9795918367346939,0.9791666666666666,0.9795918367346939,0.9795918367346939,283.65877221409704
English,70,50,H2a_pseudo_positive,49,48,0.5918367346938775,0.6041666666666666,0.8163265306122449,0.9795918367346939,13.376572219351406
English,70,50,H2b_pseudo_negative,49,48,0,0,0,0.9795918367346939,0.07475756745463799
English,80,50,H1a_semantics_positive,48,47,0.9375,0.9361702127659575,0.9791666666666666,0.9791666666666666,247.73828315482078
English,80,50,H1b_active_interaction_negative,48,47,1,1,1,0.9791666666666666,808.8792257344917
English,80,50,H2a_pseudo_positive,48,47,0.6041666666666666,0.6170212765957447,0.875,0.9791666666666666,12.234535807266848
English,80,50,H2b_pseudo_negative,48,47,0,0,0,0.9791666666666666,0.08173676707763941
English,90,50,H1a_semantics_positive,46,43,0.9347826086956522,0.9302325581395349,0.9782608695652174,0.9347826086956522,182.41793263109386
English,90,50,H1b_active_interaction_negative,46,43,0.9782608695652174,0.9767441860465116,0.9782608695652174,0.9347826086956522,1800.1893830573836
English,90,50,H2a_pseudo_positive,46,43,0.6739130434782609,0.6744186046511628,0.9347826086956522,0.9347826086956522,26.855739118545713
English,90,50,H2b_pseudo_negative,46,43,0,0,0,0.9347826086956522,0.03725244576326932
English,100,50,H1a_semantics_positive,49,48,0.9183673469387755,0.9166666666666666,0.9795918367346939,0.9795918367346939,85.36227293296272
English,100,50,H1b_active_interaction_negative,49,48,1,1,1,0.9795918367346939,7809.3003952543095
English,100,50,H2a_pseudo_positive,49,48,0.6122448979591837,0.6041666666666666,0.8775510204081632,0.9795918367346939,27.834607241540148
English,100,50,H2b_pseudo_negative,49,48,0,0,0,0.9795918367346939,0.035926499386979206
English,120,50,H1a_semantics_positive,48,43,0.8333333333333334,0.813953488372093,1,0.8958333333333334,102.54751620132139
English,120,50,H1b_active_interaction_negative,48,43,1,1,1,0.8958333333333334,7826.905266580383
English,120,50,H2a_pseudo_positive,48,43,0.7291666666666666,0.6976744186046512,0.875,0.8958333333333334,29.103740304397867
English,120,50,H2b_pseudo_negative,48,43,0,0,0,0.8958333333333334,0.03436306713035052
English,50,72,H1a_semantics_positive,50,46,0.98,0.9782608695652174,1,0.92,762.5307043531802
English,50,72,H1b_active_interaction_negative,50,46,0.98,0.9782608695652174,1,0.92,859.4752902931881
English,50,72,H2a_pseudo_positive,50,46,0.58,0.5869565217391305,0.84,0.92,14.985018129941391
English,50,72,H2b_pseudo_negative,50,46,0,0,0,0.92,0.06673408043739988
English,60,72,H1a_semantics_positive,50,45,1,1,1,0.9,1570.08334124049
English,60,72,H1b_active_interaction_negative,50,45,0.98,0.9777777777777777,1,0.9,1244.7891276780442
English,60,72,H2a_pseudo_positive,50,45,0.72,0.7333333333333333,0.92,0.9,19.19054665444873
English,60,72,H2b_pseudo_negative,50,45,0,0,0.02,0.9,0.05217691925493796
English,70,72,H1a_semantics_positive,50,42,0.98,0.9761904761904762,1,0.84,579.3462019001468
English,70,72,H1b_active_interaction_negative,50,42,0.98,0.9761904761904762,1,0.84,5883.918445535632
English,70,72,H2a_pseudo_positive,50,42,0.6,0.5714285714285714,0.86,0.84,15.317582767187746
English,70,72,H2b_pseudo_negative,50,42,0,0,0,0.84,0.06561609183671475
English,80,72,H1a_semantics_positive,50,41,0.96,0.975609756097561,1,0.82,712.5278594443686
English,80,72,H1b_active_interaction_negative,50,41,1,1,1,0.82,7815.172216570464
English,80,72,H2a_pseudo_positive,50,41,0.78,0.7317073170731707,0.94,0.82,54.748974290133766
English,80,72,H2b_pseudo_negative,50,41,0,0,0.02,0.82,0.018290543107150038
English,90,72,H1a_semantics_positive,50,41,1,1,1,0.82,1762.127033475862
English,90,72,H1b_active_interaction_negative,50,41,1,1,1,0.82,975551.5918876466
English,90,72,H2a_pseudo_positive,50,41,0.8,0.7804878048780488,0.88,0.82,57.99874829921632
English,90,72,H2b_pseudo_negative,50,41,0,0,0,0.82,0.01724479711580653
English,100,72,H1a_semantics_positive,50,46,0.96,0.9565217391304348,1,0.92,943.6895288104881
English,100,72,H1b_active_interaction_negative,50,46,1,1,1,0.92,965119.2373593473
English,100,72,H2a_pseudo_positive,50,46,0.78,0.7608695652173914,0.9,0.92,51.32459129586009
English,100,72,H2b_pseudo_negative,50,46,0,0,0,0.92,0.01948432494244983
English,120,72,H1a_semantics_positive,50,45,1,1,1,0.9,476.5259237879028
English,120,72,H1b_active_interaction_negative,50,45,1,1,1,0.9,992527.1509728348
English,120,72,H2a_pseudo_positive,50,45,0.86,0.8666666666666667,0.94,0.9,55.52218282878997
English,120,72,H2b_pseudo_negative,50,45,0,0,0,0.9,0.01801472210818099
Norwegian,50,12,H1a_semantics_positive,50,50,0.08,0.08,0.54,1,3.6100749622347137
Norwegian,50,12,H1b_active_interaction_negative,50,50,0.16,0.16,0.46,1,2.827486121796005
Norwegian,60,12,H1a_semantics_positive,50,50,0.18,0.18,0.58,1,3.3092281313567993
Norwegian,60,12,H1b_active_interaction_negative,50,50,0.28,0.28,0.58,1,4.118133011769547
Norwegian,70,12,H1a_semantics_positive,50,50,0.18,0.18,0.48,1,2.965121122646873
Norwegian,70,12,H1b_active_interaction_negative,50,50,0.22,0.22,0.58,1,3.728417786267239
Norwegian,80,12,H1a_semantics_positive,50,50,0.18,0.18,0.64,1,4.078889942549357
Norwegian,80,12,H1b_active_interaction_negative,50,50,0.26,0.26,0.66,1,5.646439043994204
Norwegian,90,12,H1a_semantics_positive,50,50,0.12,0.12,0.64,1,4.213916362894287
Norwegian,90,12,H1b_active_interaction_negative,50,50,0.36,0.36,0.76,1,6.546352996065076
Norwegian,100,12,H1a_semantics_positive,50,49,0.18,0.1836734693877551,0.56,0.98,3.58086160729818
Norwegian,100,12,H1b_active_interaction_negative,50,49,0.36,0.3469387755102041,0.68,0.98,6.159739442298662
Norwegian,120,12,H1a_semantics_positive,50,49,0.12,0.12244897959183673,0.58,0.98,3.291833065515026
Norwegian,120,12,H1b_active_interaction_negative,50,49,0.48,0.4897959183673469,0.78,0.98,8.767923847672956
Norwegian,50,20,H1a_semantics_positive,50,50,0.32,0.32,0.7,1,7.146128454972496
Norwegian,50,20,H1b_active_interaction_negative,50,50,0.32,0.32,0.6,1,4.643467514039781
Norwegian,60,20,H1a_semantics_positive,50,50,0.5,0.5,0.74,1,9.941044062762138
Norwegian,60,20,H1b_active_interaction_negative,50,50,0.42,0.42,0.76,1,8.084832810474522
Norwegian,70,20,H1a_semantics_positive,50,50,0.3,0.3,0.7,1,5.5458698621382485
Norwegian,70,20,H1b_active_interaction_negative,50,50,0.52,0.52,0.8,1,10.962598616151137
Norwegian,80,20,H1a_semantics_positive,50,50,0.56,0.56,0.9,1,11.329752531586038
Norwegian,80,20,H1b_active_interaction_negative,50,50,0.58,0.58,0.92,1,13.897668950863824
Norwegian,90,20,H1a_semantics_positive,50,50,0.4,0.4,0.76,1,7.561726647183571
Norwegian,90,20,H1b_active_interaction_negative,50,50,0.64,0.64,0.92,1,18.255126349650133
Norwegian,100,20,H1a_semantics_positive,50,50,0.4,0.4,0.72,1,7.7738508833911215
Norwegian,100,20,H1b_active_interaction_negative,50,50,0.72,0.72,0.9,1,27.74860226643679
Norwegian,120,20,H1a_semantics_positive,50,46,0.48,0.45652173913043476,0.86,0.92,8.938541004422838
Norwegian,120,20,H1b_active_interaction_negative,50,46,0.74,0.7391304347826086,0.96,0.92,25.748681660709515
Norwegian,50,40,H1a_semantics_positive,50,50,0.78,0.78,0.94,1,26.11980976607716
Norwegian,50,40,H1b_active_interaction_negative,50,50,0.62,0.62,0.86,1,18.88340693683751
Norwegian,60,40,H1a_semantics_positive,50,48,0.68,0.6666666666666666,0.9,0.96,38.275489274621435
Norwegian,60,40,H1b_active_interaction_negative,50,48,0.9,0.8958333333333334,0.96,0.96,63.75424772644358
Norwegian,70,40,H1a_semantics_positive,50,50,0.72,0.72,0.94,1,26.722145497361723
Norwegian,70,40,H1b_active_interaction_negative,50,50,0.88,0.88,0.98,1,108.54483962692188
Norwegian,80,40,H1a_semantics_positive,50,48,0.76,0.7708333333333334,0.9,0.96,39.71672799139375
Norwegian,80,40,H1b_active_interaction_negative,50,48,0.96,0.9583333333333334,1,0.96,206.76558710343056
Norwegian,90,40,H1a_semantics_positive,50,49,0.82,0.8367346938775511,0.94,0.98,34.17591646542281
Norwegian,90,40,H1b_active_interaction_negative,50,49,0.96,0.9591836734693877,1,0.98,279.21380069253405
Norwegian,100,40,H1a_semantics_positive,50,49,0.86,0.8571428571428571,0.96,0.98,48.97309754472843
Norwegian,100,40,H1b_active_interaction_negative,50,49,0.94,0.9387755102040817,1,0.98,852.281116939623
Norwegian,120,40,H1a_semantics_positive,50,49,0.86,0.8571428571428571,1,0.98,34.514003346808124
Norwegian,120,40,H1b_active_interaction_negative,50,49,1,1,1,0.98,1414.654949217774
Norwegian,50,50,H1a_semantics_positive,50,50,0.88,0.88,1,1,93.0709281440939
Norwegian,50,50,H1b_active_interaction_negative,50,50,0.82,0.82,0.98,1,178.47171881549065
Norwegian,60,50,H1a_semantics_positive,49,49,0.9183673469387755,0.9183673469387755,0.9591836734693877,1,93.03034359660846
Norwegian,60,50,H1b_active_interaction_negative,49,49,0.9387755102040817,0.9387755102040817,1,1,133.75052614537842
Norwegian,70,50,H1a_semantics_positive,50,49,0.92,0.9183673469387755,1,0.98,99.11706381710762
Norwegian,70,50,H1b_active_interaction_negative,50,49,0.98,1,0.98,0.98,590.5628980583479
Norwegian,80,50,H1a_semantics_positive,50,48,0.92,0.9166666666666666,0.96,0.96,259.064344520136
Norwegian,80,50,H1b_active_interaction_negative,50,48,0.98,0.9791666666666666,1,0.96,677.0835904331816
Norwegian,90,50,H1a_semantics_positive,50,50,0.92,0.92,1,1,102.59761700503856
Norwegian,90,50,H1b_active_interaction_negative,50,50,0.98,0.98,1,1,1197.2453793970321
Norwegian,100,50,H1a_semantics_positive,50,49,0.96,0.9591836734693877,1,0.98,133.23389237626063
Norwegian,100,50,H1b_active_interaction_negative,50,49,0.98,0.9795918367346939,1,0.98,1956.533052761004
Norwegian,120,50,H1a_semantics_positive,49,47,0.8367346938775511,0.8297872340425532,0.9795918367346939,0.9591836734693877,167.75052410901452
Norwegian,120,50,H1b_active_interaction_negative,49,47,0.9795918367346939,0.9787234042553191,1,0.9591836734693877,4094.0938527705002
Norwegian,50,72,H1a_semantics_positive,50,49,0.92,0.9183673469387755,0.98,0.98,552.0764596728653
Norwegian,50,72,H1b_active_interaction_negative,50,49,0.94,0.9387755102040817,0.98,0.98,336.88341422509103
Norwegian,60,72,H1a_semantics_positive,50,48,0.96,0.9583333333333334,1,0.96,435.52220361541697
Norwegian,60,72,H1b_active_interaction_negative,50,48,1,1,1,0.96,566.4068756695734
Norwegian,70,72,H1a_semantics_positive,50,48,1,1,1,0.96,699.0529131917963
Norwegian,70,72,H1b_active_interaction_negative,50,48,1,1,1,0.96,2007.5139047829766
Norwegian,80,72,H1a_semantics_positive,50,47,1,1,1,0.94,414.6104434594166
Norwegian,80,72,H1b_active_interaction_negative,50,47,1,1,1,0.94,8001.090273073382
Norwegian,90,72,H1a_semantics_positive,50,42,0.98,0.9761904761904762,1,0.84,1080.4836911403997
Norwegian,90,72,H1b_active_interaction_negative,50,42,1,1,1,0.84,486852.33365496283
Norwegian,100,72,H1a_semantics_positive,50,44,0.96,0.9545454545454546,1,0.88,583.6084346263194
Norwegian,100,72,H1b_active_interaction_negative,50,44,1,1,1,0.88,992030.880449561
Norwegian,120,72,H1a_semantics_positive,50,45,0.98,0.9777777777777777,1,0.9,1082.2983867786315
Norwegian,120,72,H1b_active_interaction_negative,50,45,1,1,1,0.9,993023.5451926268
Turkish,50,12,H1a_semantics_positive,50,49,0.08,0.08163265306122448,0.46,0.98,2.5091894949441844
Turkish,50,12,H1b_active_interaction_negative,50,49,0.12,0.10204081632653061,0.56,0.98,3.456331989602293
Turkish,50,12,H2a_pseudo_positive,50,49,0.14,0.14285714285714285,0.58,0.98,3.6679145097604318
Turkish,50,12,H2b_pseudo_negative,50,49,0,0,0,0.98,0.27266124722776963
Turkish,60,12,H1a_semantics_positive,50,50,0.24,0.24,0.56,1,3.2904381337560196
Turkish,60,12,H1b_active_interaction_negative,50,50,0.32,0.32,0.68,1,5.958844766043503
Turkish,60,12,H2a_pseudo_positive,50,50,0.2,0.2,0.6,1,3.641157598388756
Turkish,60,12,H2b_pseudo_negative,50,50,0,0,0.02,1,0.2751601143471091
Turkish,70,12,H1a_semantics_positive,50,50,0.14,0.14,0.62,1,3.8152608209809813
Turkish,70,12,H1b_active_interaction_negative,50,50,0.2,0.2,0.66,1,4.865479481516204
Turkish,70,12,H2a_pseudo_positive,50,50,0.18,0.18,0.62,1,4.311340658775549
Turkish,70,12,H2b_pseudo_negative,50,50,0,0,0.04,1,0.23195360142212954
Turkish,80,12,H1a_semantics_positive,50,50,0.26,0.26,0.64,1,4.399091174242088
Turkish,80,12,H1b_active_interaction_negative,50,50,0.3,0.3,0.7,1,5.978157642850962
Turkish,80,12,H2a_pseudo_positive,50,50,0.16,0.16,0.66,1,4.455136635655722
Turkish,80,12,H2b_pseudo_negative,50,50,0,0,0.02,1,0.22448176933622854
Turkish,90,12,H1a_semantics_positive,50,50,0.18,0.18,0.56,1,3.4175050426997187
Turkish,90,12,H1b_active_interaction_negative,50,50,0.48,0.48,0.8,1,9.175677303137675
Turkish,90,12,H2a_pseudo_positive,50,50,0.24,0.24,0.6,1,4.824635512350022
Turkish,90,12,H2b_pseudo_negative,50,50,0,0,0.06,1,0.20730249803519396
Turkish,100,12,H1a_semantics_positive,50,50,0.2,0.2,0.6,1,3.8903785817438408
Turkish,100,12,H1b_active_interaction_negative,50,50,0.48,0.48,0.7,1,5.696496933469913
Turkish,100,12,H2a_pseudo_positive,50,50,0.36,0.36,0.66,1,4.915004628809333
Turkish,100,12,H2b_pseudo_negative,50,50,0,0,0.02,1,0.20345863978374723
Turkish,120,12,H1a_semantics_positive,10,10,0,0,0.6,1,3.274576787663623
Turkish,120,12,H1b_active_interaction_negative,10,10,0.4,0.4,0.7,1,8.137370517387506
Turkish,120,12,H2a_pseudo_positive,10,10,0.4,0.4,0.5,1,3.2331573220887773
Turkish,120,12,H2b_pseudo_negative,10,10,0,0,0,1,0.4002196779346077
Turkish,50,20,H1a_semantics_positive,50,50,0.5,0.5,0.82,1,10.162484692479598
Turkish,50,20,H1b_active_interaction_negative,50,50,0.42,0.42,0.8,1,6.188488922721172
Turkish,50,20,H2a_pseudo_positive,50,50,0.4,0.4,0.74,1,6.801567465626314
Turkish,50,20,H2b_pseudo_negative,50,50,0,0,0.02,1,0.14703994877144905
Turkish,60,20,H1a_semantics_positive,50,49,0.48,0.46938775510204084,0.82,0.98,8.310044529591856
Turkish,60,20,H1b_active_interaction_negative,50,49,0.58,0.5918367346938775,0.82,0.98,13.295286880783234
Turkish,60,20,H2a_pseudo_positive,50,49,0.28,0.2653061224489796,0.64,0.98,5.11035132194122
Turkish,60,20,H2b_pseudo_negative,50,49,0,0,0.02,0.98,0.1959554912578367
Turkish,70,20,H1a_semantics_positive,50,50,0.32,0.32,0.8,1,5.249127504547115
Turkish,70,20,H1b_active_interaction_negative,50,50,0.42,0.42,0.8,1,8.773098571321476
Turkish,70,20,H2a_pseudo_positive,50,50,0.4,0.4,0.84,1,6.530530401281116
Turkish,70,20,H2b_pseudo_negative,50,50,0,0,0,1,0.15355958056718916
Turkish,80,20,H1a_semantics_positive,50,50,0.48,0.48,0.86,1,9.774172821203873
Turkish,80,20,H1b_active_interaction_negative,50,50,0.54,0.54,0.86,1,13.623052747175151
Turkish,80,20,H2a_pseudo_positive,50,50,0.42,0.42,0.72,1,6.44110728959884
Turkish,80,20,H2b_pseudo_negative,50,50,0,0,0,1,0.15529118960225552
Turkish,90,20,H1a_semantics_positive,50,50,0.48,0.48,0.76,1,9.219553641849464
Turkish,90,20,H1b_active_interaction_negative,50,50,0.78,0.78,0.92,1,40.250070661997086
Turkish,90,20,H2a_pseudo_positive,50,50,0.48,0.48,0.66,1,9.461972861119289
Turkish,90,20,H2b_pseudo_negative,50,50,0,0,0,1,0.10597887030421914
Turkish,100,20,H1a_semantics_positive,50,50,0.38,0.38,0.82,1,6.731482250864962
Turkish,100,20,H1b_active_interaction_negative,50,50,0.84,0.84,0.96,1,43.71615631622727
Turkish,100,20,H2a_pseudo_positive,50,50,0.28,0.28,0.64,1,4.437569077423533
Turkish,100,20,H2b_pseudo_negative,50,50,0,0,0,1,0.22620110972249058
Turkish,50,40,H1a_semantics_positive,19,19,0.7368421052631579,0.7368421052631579,0.9473684210526315,1,62.27964205816555
Turkish,50,40,H1b_active_interaction_negative,19,19,0.7894736842105263,0.7894736842105263,0.9473684210526315,1,132.99665831244863
Turkish,50,40,H2a_pseudo_positive,19,19,0.2631578947368421,0.2631578947368421,0.7368421052631579,1,6.422950787964971
Turkish,50,40,H2b_pseudo_negative,19,19,0,0,0,1,0.15569168019685803
Turkish,60,40,H1a_semantics_positive,50,50,0.74,0.74,0.9,1,72.5127011853359
Turkish,60,40,H1b_active_interaction_negative,50,50,0.86,0.86,0.96,1,78.6485356999992
Turkish,60,40,H2a_pseudo_positive,50,50,0.54,0.54,0.74,1,11.25036063331229
Turkish,60,40,H2b_pseudo_negative,50,50,0.02,0.02,0.02,1,0.08891916500893145
Turkish,70,40,H1a_semantics_positive,50,49,0.88,0.8775510204081632,0.98,0.98,54.14575199530712
Turkish,70,40,H1b_active_interaction_negative,50,49,0.9,0.8979591836734694,0.98,0.98,58.511438343692234
Turkish,70,40,H2a_pseudo_positive,50,49,0.58,0.5714285714285714,0.86,0.98,13.442945329084985
Turkish,70,40,H2b_pseudo_negative,50,49,0,0,0,0.98,0.07496128713543772
Turkish,80,40,H1a_semantics_positive,50,49,0.8,0.7959183673469388,0.96,0.98,42.81067420192015
Turkish,80,40,H1b_active_interaction_negative,50,49,0.94,0.9591836734693877,0.98,0.98,178.79627518828468
Turkish,80,40,H2a_pseudo_positive,50,49,0.7,0.6938775510204082,0.94,0.98,31.23603160536849
Turkish,80,40,H2b_pseudo_negative,50,49,0,0,0,0.98,0.03210121996007615
Turkish,90,40,H1a_semantics_positive,50,43,0.9,0.9069767441860465,0.94,0.86,66.77849941755136
Turkish,90,40,H1b_active_interaction_negative,50,43,0.98,1,0.98,0.86,398.6759150472934
Turkish,90,40,H2a_pseudo_positive,50,43,0.62,0.5813953488372093,0.82,0.86,20.62854361207331
Turkish,90,40,H2b_pseudo_negative,50,43,0,0,0,0.86,0.052030245863197454
Turkish,100,40,H1a_semantics_positive,50,50,0.88,0.88,0.96,1,43.881023025383705
Turkish,100,40,H1b_active_interaction_negative,50,50,0.98,0.98,1,1,982.9388004733362
Turkish,100,40,H2a_pseudo_positive,50,50,0.7,0.7,0.86,1,30.386243190652735
Turkish,100,40,H2b_pseudo_negative,50,50,0,0,0.02,1,0.032980417677637555
Turkish,50,50,H1a_semantics_positive,46,44,0.9130434782608695,0.9318181818181818,0.9565217391304348,0.9565217391304348,133.99334376088598
