"block","language","hypothesis","regime","K","bf","n_participants","r","reps","p_arm","mcse_arm","p_arm_lo","p_arm_hi","s","s_lo","s_hi","se_floor","s_over_floor","ceiling_at_floor","sign_prob","flag","a_free","b_free","b_free_lo","b_free_hi","p_boot_b_nonpositive","p_boot_a_below_zero","boot_unusable","a_anchored","b_anchored","anchored_identified","b_ml","b_ml_lo","b_ml_hi","s80_ml","p80_ml","ml_deviance","ml_gof_p","p_pred_n70","p_arm_n70","p_arm_n70_lo","p_arm_n70_hi","p_pred_n100","p_arm_n100","p_arm_n100_lo","p_arm_n100_hi","pred_n70_inside_ci","pred_n100_inside_ci","tau_verb","sxx","a_dgp","sigma_part_focal","resid_part_one","b_dgp_one","b_dgp_two_indep","share_resid_in_b","s80_dgp_one","s80_dgp_two_indep","s80_calibrated","r_indep_dgp","r_indep_anchored","gain_pp_at_r_indep_dgp","power_one_dgp","n_pilot","pilot_post_sd_two_versions","s_pilot_n_dgp_one","s_pilot_n_dgp_two_indep","s_pilot_n_anchored_one","s_one","s_two","calibration_flag","power_one","power_two","gain_pp","mcse_arm_pp","gain_over_mcse","n_one_version_equiv_anchored","extra_participants_anchored","n_one_version_equiv_dgp","extra_participants_dgp","s_one_ml","power_one_ml","power_two_ml","gain_pp_ml","extra_participants_ml","minutes_two_version","minutes_one_version_equiv_anchored","power_one_corr","power_two_corr","gain_pp_corr","joint_dependence","pooled_variant","se_indep","se_shared","mcse_gain_pp","mcse_power_pp","tau","pooled_se_ratio"
"calibration","Turkish","h1a",NA,NA,10,70,NA,144,0.6875,0.0386260337869566,0.605018046044786,0.762079723793544,0.183441216692686,0.154583219835228,0.217894774320613,0.150129669957844,1.22188516596484,0.773666345118834,0.99025,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,10,80,NA,120,0.75,0.0395284707521047,0.662730783708004,0.824535380969943,0.159215429362055,0.130127554723557,0.193372269496412,0.150129669957844,1.06051941236374,0.773666345118834,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,10,100,NA,144,0.75,0.0360843918243516,0.67107156385569,0.818352511428668,0.159215429362055,0.13262339585069,0.189997011474107,0.150129669957844,1.06051941236374,0.773666345118834,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,6,70,NA,144,0.770833333333333,0.0350247239615139,0.693492155129134,0.836697615507871,0.176353464201946,0.144679185875252,0.214087678391062,0.150129669957844,1.1746742949043,0.825608615428003,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,6,80,NA,120,0.816666666666667,0.0353225874644707,0.735693428831728,0.881393578443196,0.154470630623509,0.121387513742863,0.193189872092786,0.150129669957844,1.02891474194864,0.825608615428003,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,6,100,NA,144,0.798611111111111,0.0334198257360669,0.72374845638366,0.860784470232041,0.16313583242582,0.132464246402359,0.199006156890774,0.150129669957844,1.08663285859237,0.825608615428003,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,3,70,NA,144,0.847222222222222,0.0299810968680292,0.777877984828389,0.901709659608999,0.178323838385012,0.138755638733985,0.226127810950569,0.150129669957844,1.18779877711771,0.88681683434253,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,3,80,NA,120,0.875,0.030190368221228,0.802223589648174,0.928320323111248,0.158778299633337,0.116240171458008,0.209195856943626,0.150129669957844,1.05760773122276,0.88681683434253,0.99025,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1a",NA,NA,3,100,NA,144,0.909722222222222,0.0238816091226428,0.850570171031796,0.951051886581995,0.132336567175827,0.0926740526677808,0.176006672883981,0.150129669957844,0.881481769812638,0.88681683434253,0.99025,"below verb floor: arm exceeds the infinite-N ceiling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,10,70,NA,144,0.5625,0.0413398642353842,0.477431413075424,0.644943795642778,0.186439431499794,0.151922892778653,0.228785708056903,0.150175861352492,1.24147402798766,0.64935872775148,0.949375,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,10,80,NA,120,0.566666666666667,0.0452360066351606,0.473133543234238,0.656830508293885,0.184579800717107,0.147234233906031,0.231210194589651,0.150175861352492,1.2290910074014,0.64935872775148,0.949375,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,10,100,NA,144,0.534722222222222,0.0415660758515174,0.449801413635695,0.618185214206254,0.199269217850912,0.162684207630692,0.245013668465255,0.150175861352492,1.32690577604338,0.64935872775148,0.949375,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,6,70,NA,144,0.611111111111111,0.0406248351268154,0.526396782834434,0.691154999814733,0.200332305884153,0.159669451208269,0.251688894268004,0.150175861352492,1.33398473016868,0.710969500129689,0.949375,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,6,80,NA,120,0.641666666666667,0.0437731420275374,0.549039036180886,0.7271215188316,0.184217213877059,0.142506404150128,0.236718588284126,0.150175861352492,1.2266765924829,0.710969500129689,0.949375,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,6,100,NA,144,0.631944444444444,0.0401897118866196,0.547628622471157,0.710711042605091,0.189246799099405,0.150298967268313,0.237619731774966,0.150175861352492,1.26016789512668,0.710969500129689,0.949375,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,3,70,NA,144,0.715277777777778,0.0376068365529628,0.634165371506768,0.787304101782589,0.202188512579835,0.152576169213462,0.266104675719382,0.150175861352492,1.34634495023977,0.790850905289672,0.949375,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","Turkish","h1b",NA,NA,3,80,NA,120,0.741666666666667,0.0399580219545277,0.653790595288739,0.817241469830341,0.183631420622145,0.132153653244567,0.249329884227362,0.150175861352492,1.2227758773504,0.790850905289672,0.949375,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
