"block","language","hypothesis","regime","K","bf","n_participants","r","reps","p_arm","mcse_arm","p_arm_lo","p_arm_hi","s","s_lo","s_hi","se_floor","s_over_floor","ceiling_at_floor","sign_prob","flag","a_free","b_free","b_free_lo","b_free_hi","p_boot_b_nonpositive","p_boot_a_below_zero","boot_unusable","a_anchored","b_anchored","anchored_identified","b_ml","b_ml_lo","b_ml_hi","s80_ml","p80_ml","ml_deviance","ml_gof_p","p_pred_n70","p_arm_n70","p_arm_n70_lo","p_arm_n70_hi","p_pred_n100","p_arm_n100","p_arm_n100_lo","p_arm_n100_hi","pred_n70_inside_ci","pred_n100_inside_ci","tau_verb","sxx","a_dgp","sigma_part_focal","resid_part_one","b_dgp_one","b_dgp_two_indep","share_resid_in_b","s80_dgp_one","s80_dgp_two_indep","s80_calibrated","r_indep_dgp","r_indep_anchored","gain_pp_at_r_indep_dgp","power_one_dgp","n_pilot","pilot_post_sd_two_versions","s_pilot_n_dgp_one","s_pilot_n_dgp_two_indep","s_pilot_n_anchored_one","s_one","s_two","calibration_flag","power_one","power_two","gain_pp","mcse_arm_pp","gain_over_mcse","n_one_version_equiv_anchored","extra_participants_anchored","n_one_version_equiv_dgp","extra_participants_dgp","s_one_ml","power_one_ml","power_two_ml","gain_pp_ml","extra_participants_ml","minutes_two_version","minutes_one_version_equiv_anchored","power_one_corr","power_two_corr","gain_pp_corr","joint_dependence","pooled_variant","se_indep","se_shared","mcse_gain_pp","mcse_power_pp","tau","pooled_se_ratio"
"calibration","English","h1a",NA,NA,10,70,NA,144,0.638888888888889,0.0400268899671078,0.554739937164821,0.717195323090672,0.298108709334454,0.255085662836877,0.351285623628842,0.194470359046419,1.53292620426178,0.833047379384562,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,10,80,NA,120,0.65,0.0435411682587104,0.557605329888957,0.734797690458906,0.291724759350888,0.245867586917817,0.349298362448468,0.194470359046419,1.50009883655973,0.833047379384562,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,10,100,NA,144,0.659722222222222,0.0394835419060548,0.576178820905574,0.736541929932078,0.286229434318815,0.244959109275883,0.336765349218176,0.194470359046419,1.47184093104129,0.833047379384562,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,6,70,NA,144,0.743055555555556,0.0364123755017115,0.6636457765471,0.812188444042555,0.282071942498057,0.237254408926249,0.337253464777061,0.194470359046419,1.45046239376114,0.875966671549509,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,6,80,NA,120,0.733333333333333,0.0403686713879666,0.644885987492981,0.809910927217907,0.288514710043719,0.238727588890216,0.351451782887094,0.194470359046419,1.48359221147348,0.875966671549509,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,6,100,NA,144,0.729166666666667,0.0370325156383707,0.648862098490324,0.799790740748874,0.291295690034422,0.24525982075144,0.348394099935565,0.194470359046419,1.49789248841203,0.875966671549509,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,3,70,NA,144,0.826388888888889,0.0315645605168858,0.75447481583727,0.88438407575018,0.290674285383989,0.235797130450073,0.359967393215008,0.194470359046419,1.49469711893012,0.923830468496691,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,3,80,NA,120,0.825,0.034686092313779,0.745019972434272,0.888285656906253,0.29197203490439,0.231951878681032,0.369631197498931,0.194470359046419,1.50137036994258,0.923830468496691,0.995875,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1a",NA,NA,3,100,NA,144,0.881944444444444,0.0268894911006689,0.817720341461005,0.929702643331803,0.238184223115412,0.187615843909502,0.298783900365338,0.194470359046419,1.22478419993331,0.923830468496691,0.995875,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,10,70,NA,144,0.763888888888889,0.0353909371560663,0.685994074810987,0.830607824418119,0.406763978196807,0.354336873108224,0.469584983792871,0.20663074794523,1.96855493309556,0.971288072753782,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,10,80,NA,120,0.9,0.0273861278752583,0.831834787297334,0.94725221360994,0.295172020487768,0.243986169349388,0.353355569997216,0.20663074794523,1.42849998571368,0.971288072753782,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,10,100,NA,144,0.854166666666667,0.0294115874064191,0.785756449688825,0.907403553862032,0.335223723980398,0.288096295346171,0.389655129900841,0.20663074794523,1.62233223909761,0.971288072753782,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,6,70,NA,144,0.881944444444444,0.0268894911006689,0.817720341461005,0.929702643331803,0.352748395732508,0.297577888079272,0.417548112491451,0.20663074794523,1.7071437781661,0.98090217590042,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,6,80,NA,120,0.958333333333333,0.0182415632452274,0.905441200024063,0.98633461588321,0.255376566297999,0.189132922069985,0.32697220256326,0.20663074794523,1.23590786384653,0.98090217590042,1,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,6,100,NA,144,0.895833333333333,0.0254563859350958,0.834017085665883,0.940515903198585,0.337748342772589,0.282968551979846,0.401480884168597,0.20663074794523,1.63455025997444,0.98090217590042,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,3,70,NA,144,0.944444444444444,0.0190884519704521,0.89346905666515,0.97571283683012,0.33421524636039,0.262588882279161,0.417949774735634,0.20663074794523,1.61745166043235,0.990040927121542,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,3,80,NA,120,0.983333333333333,0.0116864910933126,0.941090780532973,0.997975177662307,0.237026073401395,0.13373652894579,0.34045025253981,0.20663074794523,1.14709972140362,0.990040927121542,1,"near ceiling: MC interval reaches the verb floor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"calibration","English","h1b",NA,NA,3,100,NA,144,0.958333333333333,0.0166521927892803,0.911517103470269,0.984557890863913,0.306221050483408,0.232221985032255,0.390264844597556,0.20663074794523,1.48197232758687,0.990040927121542,1,"ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
