"language","Verb","S_Type","n","mean_man","mean_woman","woman_minus_man","se","t","p","p_bh","rank_abs_diff"
"Norwegian","listento","Active_minus_Passive",57,NA,NA,0.350877,0.221766,1.5822,0.119236,0.852766,6
"Norwegian","worry","Active_minus_Passive",57,NA,NA,-0.315789,0.286669,-1.10158,0.275356,0.852766,7
"Norwegian","please","Active_minus_Passive",57,NA,NA,0.298246,0.24393,1.22267,0.226576,0.852766,8
"Norwegian","teach","Active_minus_Passive",57,NA,NA,-0.298246,0.204836,-1.45602,0.150971,0.852766,9
"Norwegian","forget","Active_minus_Passive",57,NA,NA,0.280702,0.212035,1.32385,0.190933,0.852766,10
"Norwegian","pat","Active_minus_Passive",57,NA,NA,0.263158,0.23284,1.13021,0.263206,0.852766,11
"Norwegian","bother","Active_minus_Passive",57,NA,NA,0.245614,0.203787,1.20525,0.233176,0.852766,12
"Norwegian","hear","Active_minus_Passive",57,NA,NA,0.245614,0.17572,1.39776,0.167699,0.852766,13
"Norwegian","wash","Active_minus_Passive",57,NA,NA,0.245614,0.133116,1.84512,0.0703103,0.773413,14
"Norwegian","hug","Active_minus_Passive",57,NA,NA,-0.22807,0.192298,-1.18603,0.24062,0.852766,15
"Norwegian","shake","Active_minus_Passive",57,NA,NA,-0.22807,0.177029,-1.28832,0.202932,0.852766,16
"Norwegian","fear","Active_minus_Passive",57,NA,NA,-0.210526,0.305276,-0.689626,0.493277,0.852766,17
"Norwegian","ignore","Active_minus_Passive",57,NA,NA,0.210526,0.147529,1.42701,0.159129,0.852766,18
"Norwegian","recognize","Active_minus_Passive",57,NA,NA,0.210526,0.227684,0.924641,0.35912,0.852766,19
"Norwegian","watch","Active_minus_Passive",57,NA,NA,0.210526,0.333712,0.630862,0.530697,0.852766,20
"Norwegian","drop","Active_minus_Passive",57,NA,NA,0.192982,0.284784,0.677645,0.500787,0.852766,21
"Norwegian","know","Active_minus_Passive",57,NA,NA,0.192982,0.196202,0.983589,0.329548,0.852766,22
"Norwegian","miss","Active_minus_Passive",57,NA,NA,-0.192982,0.176002,-1.09648,0.277561,0.852766,23
"Norwegian","provoke","Active_minus_Passive",57,NA,NA,-0.192982,0.138101,-1.3974,0.167804,0.852766,24
"Norwegian","admire","Active_minus_Passive",57,NA,NA,-0.175439,0.221244,-0.792963,0.431146,0.852766,25
"Norwegian","kick","Active_minus_Passive",57,NA,NA,-0.175439,0.203544,-0.861918,0.392409,0.852766,26
"Norwegian","push","Active_minus_Passive",57,NA,NA,-0.175439,0.158555,-1.10649,0.273247,0.852766,27
"Norwegian","carry","Active_minus_Passive",57,NA,NA,0.157895,0.258671,0.610408,0.544061,0.852766,28
"Norwegian","hold","Active_minus_Passive",57,NA,NA,-0.157895,0.165641,-0.953233,0.344568,0.852766,29
"Norwegian","pull","Active_minus_Passive",57,NA,NA,-0.157895,0.17839,-0.88511,0.379882,0.852766,30
"Norwegian","remember","Active_minus_Passive",57,NA,NA,-0.157895,0.183583,-0.860073,0.393416,0.852766,31
"Norwegian","calm","Active_minus_Passive",57,NA,NA,-0.140351,0.200935,-0.698487,0.487763,0.852766,32
"Norwegian","notice","Active_minus_Passive",57,NA,NA,-0.140351,0.168731,-0.8318,0.409055,0.852766,33
"Norwegian","trust","Active_minus_Passive",57,NA,NA,-0.140351,0.221691,-0.633092,0.529251,0.852766,34
"Norwegian","disturb","Active_minus_Passive",57,NA,NA,-0.122807,0.162357,-0.756402,0.452579,0.852766,35
"Norwegian","hit","Active_minus_Passive",57,NA,NA,-0.122807,0.139526,-0.880172,0.382528,0.852766,36
"Norwegian","lead","Active_minus_Passive",57,NA,NA,-0.122807,0.143947,-0.853142,0.397215,0.852766,37
"Norwegian","like","Active_minus_Passive",57,NA,NA,-0.122807,0.146107,-0.840528,0.404187,0.852766,38
"Norwegian","lookat","Active_minus_Passive",57,NA,NA,0.122807,0.22117,0.555261,0.580928,0.852766,39
"Norwegian","love","Active_minus_Passive",57,NA,NA,-0.122807,0.211022,-0.581964,0.562927,0.852766,40
"Norwegian","smell","Active_minus_Passive",57,NA,NA,0.122807,0.247886,0.495417,0.622244,0.852766,41
"Norwegian","avoid","Active_minus_Passive",57,NA,NA,0.105263,0.199756,0.526959,0.600303,0.852766,42
"Norwegian","believe","Active_minus_Passive",57,NA,NA,0.105263,0.247398,0.425481,0.672116,0.853758,43
"Norwegian","eat","Active_minus_Passive",57,NA,NA,-0.105263,0.204407,-0.514969,0.608601,0.852766,44
"Norwegian","hate","Active_minus_Passive",57,NA,NA,-0.105263,0.169187,-0.622171,0.536355,0.852766,45
"Norwegian","irritate","Active_minus_Passive",57,NA,NA,0.105263,0.185103,0.568672,0.571852,0.852766,46
"Norwegian","distract","Active_minus_Passive",57,NA,NA,0.0877193,0.130741,0.67094,0.505017,0.852766,47
"Norwegian","overhear","Active_minus_Passive",57,NA,NA,-0.0877193,0.152836,-0.573944,0.568304,0.852766,48
"Norwegian","entertain","Active_minus_Passive",57,NA,NA,-0.0701754,0.15197,-0.46177,0.646035,0.852766,49
"Norwegian","help","Active_minus_Passive",57,NA,NA,0.0701754,0.15197,0.46177,0.646035,0.852766,50
"Norwegian","impress","Active_minus_Passive",57,NA,NA,0.0701754,0.18026,0.389302,0.698529,0.853758,51
"Norwegian","bite","Active_minus_Passive",57,NA,NA,0.0526316,0.289132,0.182033,0.856214,0.962501,52
"Norwegian","cheerup","Active_minus_Passive",57,NA,NA,-0.0526316,0.133445,-0.394405,0.69478,0.853758,53
"Norwegian","dislike","Active_minus_Passive",57,NA,NA,-0.0526316,0.104477,-0.503762,0.616405,0.852766,54
"Norwegian","dress","Active_minus_Passive",57,NA,NA,0.0526316,0.163033,0.322829,0.748027,0.881604,55
"Norwegian","shock","Active_minus_Passive",57,NA,NA,-0.0526316,0.146857,-0.358386,0.721402,0.865683,56
"Norwegian","surprise","Active_minus_Passive",57,NA,NA,-0.0526316,0.126206,-0.417029,0.678252,0.853758,57
"Norwegian","cut","Active_minus_Passive",57,NA,NA,0.0350877,0.180442,0.194454,0.846524,0.962501,58
"Norwegian","tease","Active_minus_Passive",57,NA,NA,-0.0350877,0.198625,-0.176654,0.860418,0.962501,59
"Norwegian","kiss","Active_minus_Passive",57,NA,NA,0.0175439,0.116042,0.151186,0.880372,0.96841,60
"Norwegian","spot","Active_minus_Passive",57,NA,NA,-0.0175439,0.197876,-0.0886609,0.929668,0.975086,61
"Norwegian","squash","Active_minus_Passive",57,NA,NA,0.0175439,0.201018,0.0872753,0.930764,0.975086,62
"Norwegian","understand","Active_minus_Passive",57,NA,NA,-0.0175439,0.157302,-0.11153,0.911595,0.975086,63
"Norwegian","chase","Active_minus_Passive",57,NA,NA,0,0.269595,0,1,1,64
"Norwegian","follow","Active_minus_Passive",57,NA,NA,0,0.169771,0,1,1,65
"Norwegian","scare","Active_minus_Passive",57,NA,NA,0,0.130066,0,1,1,66
"Norwegian","call","All",114,5.79825,6.14912,0.350877,0.114865,3.05469,0.00281059,0.0927495,1
"Norwegian","drop","All",114,5.78947,5.44737,-0.342105,0.136965,-2.49776,0.013938,0.153318,2
"Norwegian","entertain","All",114,6.2193,6.48246,0.263158,0.100498,2.61855,0.0100412,0.132544,3
"Norwegian","shock","All",114,6.16667,6.40351,0.236842,0.0819937,2.88854,0.00464,0.10208,4
"Norwegian","kiss","All",114,6.39474,6.61404,0.219298,0.0632391,3.46776,0.000743377,0.0490629,5
"Norwegian","fear","All",114,5.57895,5.78947,0.210526,0.150801,1.39606,0.165434,0.682415,6
"Norwegian","miss","All",114,6.22807,6.02632,-0.201754,0.0917154,-2.19979,0.0298576,0.281514,7
"Norwegian","please","All",114,4.94737,4.76316,-0.184211,0.123705,-1.48911,0.139243,0.665551,8
"Norwegian","pat","All",114,6.11404,5.94737,-0.166667,0.118153,-1.4106,0.161108,0.682415,9
"Norwegian","surprise","All",114,6.60526,6.4386,-0.166667,0.0621968,-2.67966,0.00847093,0.132544,10
"Norwegian","worry","All",114,5.26316,5.10526,-0.157895,0.153911,-1.02588,0.307139,0.77966,11
"Norwegian","disturb","All",114,6.2193,6.36842,0.149123,0.0856335,1.74141,0.0843336,0.646314,12
"Norwegian","spot","All",114,6.15789,6.00877,-0.149123,0.100636,-1.4818,0.141177,0.665551,13
"Norwegian","calm","All",114,6.20175,6.34211,0.140351,0.0923037,1.52053,0.13117,0.665551,14
"Norwegian","ignore","All",114,6.35965,6.2193,-0.140351,0.0815899,-1.7202,0.0881338,0.646314,15
"Norwegian","trust","All",114,6.02632,6.16667,0.140351,0.110662,1.26828,0.207304,0.760114,16
"Norwegian","irritate","All",114,6.18421,6.30702,0.122807,0.108725,1.12952,0.261072,0.777745,17
"Norwegian","kick","All",114,6.09649,6.2193,0.122807,0.0941878,1.30385,0.194934,0.756802,18
"Norwegian","like","All",114,6.2193,6.33333,0.114035,0.071316,1.59901,0.112611,0.665551,19
"Norwegian","provoke","All",114,6.25439,6.36842,0.114035,0.0734608,1.55233,0.123381,0.665551,20
"Norwegian","remember","All",114,6.14035,6.25439,0.114035,0.0938728,1.21478,0.226981,0.777745,21
"Norwegian","follow","All",114,6.35088,6.24561,-0.105263,0.091026,-1.15641,0.249954,0.777745,22
"Norwegian","notice","All",114,6.30702,6.41228,0.105263,0.0999677,1.05297,0.2946,0.777745,23
"Norwegian","lead","All",114,6.38596,6.28947,-0.0964912,0.090685,-1.06403,0.289585,0.777745,24
"Norwegian","lookat","All",114,6.10526,6.20175,0.0964912,0.122065,0.790494,0.430895,0.799581,25
"Norwegian","upset","All",114,5.99123,5.89474,-0.0964912,0.118842,-0.811927,0.418541,0.799581,26
"Norwegian","avoid","All",114,6.20175,6.11404,-0.0877193,0.11044,-0.794268,0.428704,0.799581,27
"Norwegian","believe","All",114,5.81579,5.90351,0.0877193,0.127412,0.688472,0.492567,0.799581,28
"Norwegian","forget","All",114,6.07018,6.15789,0.0877193,0.106139,0.826455,0.410288,0.799581,29
"Norwegian","impress","All",114,6.55263,6.46491,-0.0877193,0.0877193,-1,0.319447,0.780871,30
"Norwegian","amaze","All",114,6.09649,6.17544,0.0789474,0.102101,0.773229,0.441001,0.799581,31
"Norwegian","overhear","All",114,6.24561,6.32456,0.0789474,0.0738675,1.06877,0.287451,0.777745,32
"Norwegian","smell","All",114,5.40351,5.32456,-0.0789474,0.130174,-0.606475,0.545416,0.819302,33
"Norwegian","squash","All",114,6.13158,6.05263,-0.0789474,0.095012,-0.83092,0.407771,0.799581,34
"Norwegian","understand","All",114,6.34211,6.42105,0.0789474,0.0706445,1.11753,0.266138,0.777745,35
"Norwegian","bother","All",114,6.32456,6.25439,-0.0701754,0.0986788,-0.71115,0.478457,0.799581,36
"Norwegian","wash","All",114,6.21053,6.2807,0.0701754,0.10404,0.674505,0.501368,0.799581,37
"Norwegian","bite","All",114,6.01754,6.07895,0.0614035,0.126632,0.484899,0.628687,0.84673,38
"Norwegian","cheerup","All",114,6.42982,6.49123,0.0614035,0.0780975,0.786242,0.433372,0.799581,39
"Norwegian","distract","All",114,6.48246,6.42105,-0.0614035,0.0740149,-0.82961,0.408508,0.799581,40
"Norwegian","dress","All",114,6.36842,6.30702,-0.0614035,0.0780975,-0.786242,0.433372,0.799581,41
"Norwegian","hold","All",114,6.35088,6.28947,-0.0614035,0.101445,-0.605288,0.546201,0.819302,42
"Norwegian","hug","All",114,6.48246,6.42105,-0.0614035,0.0838496,-0.732305,0.465498,0.799581,43
"Norwegian","pull","All",114,6.07895,6.14035,0.0614035,0.0926461,0.662775,0.508825,0.799581,44
"Norwegian","admire","All",114,6.34211,6.39474,0.0526316,0.110638,0.475712,0.635198,0.84673,45
"Norwegian","chase","All",114,6.13158,6.07895,-0.0526316,0.12636,-0.416522,0.677818,0.869372,46
"Norwegian","hate","All",114,6.05263,6.10526,0.0526316,0.0786492,0.669194,0.504737,0.799581,47
"Norwegian","hear","All",114,6.2807,6.22807,-0.0526316,0.0971909,-0.541528,0.58921,0.827401,48
"Norwegian","push","All",114,6.29825,6.24561,-0.0526316,0.0922742,-0.570382,0.569551,0.827401,49
"Norwegian","carry","All",114,6.07895,6.12281,0.0438596,0.129124,0.339672,0.734734,0.898009,50
"Norwegian","shake","All",114,6.18421,6.22807,0.0438596,0.0801628,0.547132,0.585367,0.827401,51
"Norwegian","cut","All",114,6.08772,6.12281,0.0350877,0.0862633,0.406751,0.68496,0.869372,52
"Norwegian","tease","All",114,6.17544,6.21053,0.0350877,0.0972609,0.360759,0.718953,0.8953,53
"Norwegian","dislike","All",114,6.13158,6.10526,-0.0263158,0.0563614,-0.466912,0.641462,0.84673,54
"Norwegian","know","All",114,5.60526,5.63158,0.0263158,0.100039,0.263055,0.792987,0.934592,55
"Norwegian","love","All",114,6.33333,6.35965,0.0263158,0.109664,0.239968,0.81079,0.93881,56
"Norwegian","disgust","All",114,5.30702,5.28947,-0.0175439,0.164824,-0.10644,0.915422,0.949234,57
"Norwegian","eat","All",114,5.91228,5.89474,-0.0175439,0.117537,-0.149262,0.881613,0.949234,58
"Norwegian","help","All",114,6.5,6.51754,0.0175439,0.0844927,0.207637,0.835886,0.949234,59
"Norwegian","listento","All",114,6.19298,6.17544,-0.0175439,0.106447,-0.164813,0.869385,0.949234,60
"Norwegian","scare","All",114,6.40351,6.42105,0.0175439,0.0610197,0.287511,0.774247,0.929097,61
"Norwegian","watch","All",114,5.9386,5.95614,0.0175439,0.148993,0.11775,0.906475,0.949234,62
"Norwegian","hit","All",114,6.24561,6.23684,-0.00877193,0.0665139,-0.131881,0.895313,0.949234,63
"Norwegian","see","All",114,6.30702,6.29825,-0.00877193,0.0876611,-0.100066,0.920469,0.949234,64
"Norwegian","teach","All",114,5.70175,5.69298,-0.00877193,0.113856,-0.0770442,0.938725,0.953167,65
"Norwegian","recognize","All",114,6.23684,6.23684,0,0.104249,0,1,1,66
"Norwegian","call","Passive",57,5.31579,5.92982,0.614035,0.207555,2.95842,0.00452352,0.203867,1
"Norwegian","drop","Passive",57,5.70175,5.26316,-0.438596,0.226692,-1.93476,0.0580764,0.45768,2
"Norwegian","disgust","Passive",57,5.40351,5,-0.403509,0.227853,-1.77092,0.0820169,0.45768,3
"Norwegian","please","Passive",57,4.87719,4.54386,-0.333333,0.181081,-1.8408,0.0709513,0.45768,4
"Norwegian","upset","Passive",57,6.21053,5.87719,-0.333333,0.15897,-2.09683,0.0405374,0.45768,5
"Norwegian","fear","Passive",57,5.15789,5.47368,0.315789,0.240298,1.31416,0.19415,0.674418,6
"Norwegian","entertain","Passive",57,6.26316,6.5614,0.298246,0.109008,2.73599,0.00831612,0.203867,7
"Norwegian","pat","Passive",57,6.10526,5.80702,-0.298246,0.145881,-2.04444,0.0456218,0.45768,8
"Norwegian","shock","Passive",57,6.08772,6.35088,0.263158,0.136015,1.93476,0.0580764,0.45768,9
"Norwegian","ignore","Passive",57,6.40351,6.15789,-0.245614,0.137742,-1.78314,0.0799826,0.45768,10
"Norwegian","calm","Passive",57,6.15789,6.36842,0.210526,0.134185,1.56893,0.122298,0.583472,11
"Norwegian","disturb","Passive",57,6.22807,6.4386,0.210526,0.0781075,2.69534,0.00926666,0.203867,12
"Norwegian","kick","Passive",57,6.14035,6.35088,0.210526,0.14539,1.44801,0.153191,0.583472,13
"Norwegian","kiss","Passive",57,6.26316,6.47368,0.210526,0.0960917,2.19089,0.0326377,0.45768,14
"Norwegian","provoke","Passive",57,6.21053,6.42105,0.210526,0.119357,1.76383,0.0832145,0.45768,15
"Norwegian","see","Passive",57,6.2807,6.07018,-0.210526,0.147529,-1.42701,0.159129,0.583472,16
"Norwegian","trust","Passive",57,5.64912,5.85965,0.210526,0.171125,1.23025,0.223747,0.738364,17
"Norwegian","bother","Passive",57,6.31579,6.12281,-0.192982,0.164976,-1.16976,0.247053,0.776451,18
"Norwegian","listento","Passive",57,6.05263,5.85965,-0.192982,0.188049,-1.02623,0.309194,0.787043,19
"Norwegian","remember","Passive",57,6.01754,6.21053,0.192982,0.131119,1.47182,0.146669,0.583472,20
"Norwegian","hear","Passive",57,6.22807,6.05263,-0.175439,0.164375,-1.0673,0.290414,0.787043,21
"Norwegian","like","Passive",57,6.01754,6.19298,0.175439,0.122941,1.42701,0.159129,0.583472,22
"Norwegian","notice","Passive",57,6.14035,6.31579,0.175439,0.177215,0.989974,0.326445,0.787043,23
"Norwegian","shake","Passive",57,6,6.15789,0.157895,0.141132,1.11877,0.268013,0.787043,24
"Norwegian","admire","Passive",57,6.17544,6.31579,0.140351,0.189708,0.739826,0.462496,0.789358,25
"Norwegian","amaze","Passive",57,6.17544,6.03509,-0.140351,0.155191,-0.904373,0.369672,0.787043,26
"Norwegian","avoid","Passive",57,6.05263,5.91228,-0.140351,0.200935,-0.698487,0.487763,0.789358,27
"Norwegian","pull","Passive",57,6.05263,6.19298,0.140351,0.1511,0.928861,0.356948,0.787043,28
"Norwegian","smell","Passive",57,4.96491,4.82456,-0.140351,0.221691,-0.633092,0.529251,0.800225,29
"Norwegian","spot","Passive",57,6.08772,5.94737,-0.140351,0.153159,-0.916372,0.363401,0.787043,30
"Norwegian","surprise","Passive",57,6.57895,6.4386,-0.140351,0.0917615,-1.52952,0.131766,0.583472,31
"Norwegian","teach","Passive",57,5.50877,5.64912,0.140351,0.170578,0.822796,0.414114,0.789358,32
"Norwegian","impress","Passive",57,6.52632,6.40351,-0.122807,0.127807,-0.960877,0.340745,0.787043,33
"Norwegian","overhear","Passive",57,6.14035,6.26316,0.122807,0.11214,1.09513,0.278149,0.787043,34
"Norwegian","distract","Passive",57,6.54386,6.4386,-0.105263,0.108198,-0.972871,0.334801,0.787043,35
"Norwegian","follow","Passive",57,6.22807,6.12281,-0.105263,0.131704,-0.799239,0.427529,0.789358,36
"Norwegian","hate","Passive",57,5.87719,5.98246,0.105263,0.136379,0.771845,0.443451,0.789358,37
"Norwegian","miss","Passive",57,6.01754,5.91228,-0.105263,0.151608,-0.69431,0.490358,0.789358,38
"Norwegian","recognize","Passive",57,6.2807,6.17544,-0.105263,0.140898,-0.747087,0.458136,0.789358,39
"Norwegian","cheerup","Passive",57,6.36842,6.45614,0.0877193,0.123343,0.711182,0.479923,0.789358,40
"Norwegian","dress","Passive",57,6.38596,6.29825,-0.0877193,0.104055,-0.843006,0.402811,0.789358,41
"Norwegian","love","Passive",57,6.2807,6.36842,0.0877193,0.139998,0.626575,0.533484,0.800225,42
"Norwegian","squash","Passive",57,6.14035,6.05263,-0.0877193,0.135449,-0.647621,0.519876,0.800225,43
"Norwegian","understand","Passive",57,6.22807,6.31579,0.0877193,0.115472,0.759659,0.450645,0.789358,44
"Norwegian","watch","Passive",57,5.7193,5.63158,-0.0877193,0.262865,-0.333704,0.739849,0.921321,45
"Norwegian","irritate","Passive",57,6.21053,6.2807,0.0701754,0.12729,0.551303,0.583619,0.837367,46
"Norwegian","know","Passive",57,4.98246,4.91228,-0.0701754,0.169511,-0.413987,0.680465,0.910214,47
"Norwegian","chase","Passive",57,6.2807,6.22807,-0.0526316,0.131077,-0.401533,0.689556,0.910214,48
"Norwegian","forget","Passive",57,6.01754,5.96491,-0.0526316,0.146857,-0.358386,0.721402,0.915626,49
"Norwegian","hit","Passive",57,6.15789,6.21053,0.0526316,0.0950565,0.553687,0.581997,0.837367,50
"Norwegian","hug","Passive",57,6.36842,6.42105,0.0526316,0.128664,0.409061,0.684055,0.910214,51
"Norwegian","tease","Passive",57,6.19298,6.24561,0.0526316,0.101434,0.518875,0.605893,0.850828,52
"Norwegian","wash","Passive",57,6.21053,6.15789,-0.0526316,0.142527,-0.369274,0.713316,0.915626,53
"Norwegian","believe","Passive",57,5.91228,5.94737,0.0350877,0.185578,0.189073,0.850719,0.925961,54
"Norwegian","bite","Passive",57,6.12281,6.15789,0.0350877,0.192212,0.182547,0.855813,0.925961,55
"Norwegian","carry","Passive",57,6.14035,6.10526,-0.0350877,0.180442,-0.194454,0.846524,0.925961,56
"Norwegian","eat","Passive",57,5.92982,5.96491,0.0350877,0.152187,0.230556,0.8185,0.925961,57
"Norwegian","lead","Passive",57,6.36842,6.33333,-0.0350877,0.117314,-0.299093,0.765976,0.925961,58
"Norwegian","lookat","Passive",57,5.89474,5.92982,0.0350877,0.180442,0.194454,0.846524,0.925961,59
"Norwegian","push","Passive",57,6.29825,6.33333,0.0350877,0.122538,0.286341,0.775674,0.925961,60
"Norwegian","cut","Passive",57,6.10526,6.12281,0.0175439,0.123876,0.141624,0.887885,0.938911,61
"Norwegian","help","Passive",57,6.38596,6.36842,-0.0175439,0.151209,-0.116024,0.908049,0.938911,62
"Norwegian","hold","Passive",57,6.26316,6.2807,0.0175439,0.155297,0.112969,0.910459,0.938911,63
"Norwegian","scare","Passive",57,6.40351,6.42105,0.0175439,0.0848529,0.206756,0.83695,0.925961,64
"Norwegian","dislike","Passive",57,6.03509,6.03509,0,0.0936586,0,1,1,65
"Norwegian","worry","Passive",57,5.15789,5.15789,0,0.210918,0,1,1,66
