"population","mu","tau","K","mode","n_reps","se_lang","shared_verb_sd","prior_tau_scale","design_tau_prior_scale","bf_threshold","power","mcse","power_lo","power_hi","mean_z","sd_z","median_bf","mean_tau_hat","p_wrong_sign","seed"
"claps_protocol",-0.274223868708997,0.155,3,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.573,0.00782098139621876,0.55749746086016,0.588395797096804,1.39231936587645,0.44135171983323,12.0662537816054,0.23010625,0.0075,4151
"claps_protocol",-0.274223868708997,0.155,6,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.963,0.00298458539834263,0.956677205453825,0.968634250156931,2.36857729837364,0.571015747435326,109.100330666375,0.17306625,0.00025,4152
"claps_protocol",-0.274223868708997,0.155,8,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.9915,0.00145152936587586,0.988142181181708,0.994106525595546,2.8417623491587,0.597215326551967,455.169199229308,0.1649775,0,4153
"claps_protocol",-0.274223868708997,0.155,10,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.998,0.000706399320497975,0.996063026114049,0.999136158897556,3.27184007187858,0.618761746683333,1774.34754211769,0.15867375,0,4154
"claps_protocol",-0.274223868708997,0.155,12,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.99925,0.00043285029167139,0.997809761337125,0.999845305255342,3.60700185492484,0.639339742551218,6932.37170738996,0.15905,0,4155
"claps_protocol",-0.274223868708997,0.155,16,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,1,0,0.999078205250517,1,4.23453721529401,0.651190728405211,95843.2114619427,0.15770625,0,4156
"claps_protocol",-0.274223868708997,0.155,20,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,1,0,0.999078205250517,1,4.79716772939479,0.670942503408746,1262135.22996873,0.15608125,0,4157
"seven",-0.291596629322259,0.385,3,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.30625,0.00728801992141899,0.291986508403369,0.320797016331022,0.935121165627111,0.723241346066717,5.38024145467863,0.47031375,0.10275,4151
"seven",-0.291596629322259,0.385,6,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.574,0.00781863159382766,0.558501332202391,0.589390463189898,1.44908051503042,0.759507689196847,12.9511305227047,0.42697625,0.0345,4152
"seven",-0.291596629322259,0.385,8,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.698,0.00725940768933664,0.683505909696871,0.712204333338402,1.71773448103484,0.784019415633024,23.8904091660462,0.41471375,0.01875,4153
"seven",-0.291596629322259,0.385,10,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.792,0.00641747613941805,0.779085839211561,0.80448620332042,1.96983669905841,0.794346082697884,42.4010580814488,0.4031625,0.00975,4154
"seven",-0.291596629322259,0.385,12,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.8465,0.00569951204051715,0.834951630229167,0.857539714179888,2.16510355292169,0.815736502520575,69.6080971654278,0.40090125,0.00575,4155
"seven",-0.291596629322259,0.385,16,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.92325,0.00420890239551834,0.914562661740545,0.931312845309853,2.53293740001764,0.819630017920335,186.032961840008,0.3971575,0.00175,4156
"seven",-0.291596629322259,0.385,20,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.965,0.00290581313920906,0.958829605822066,0.970478372380959,2.88636329180753,0.832444104696147,542.769185857072,0.39211,0.00075,4157
"glossa_protocol",-0.314841004012683,0.53,3,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.26975,0.00701756612900798,0.256043016711206,0.283794067968345,0.817734978227861,0.812009873244512,4.44184732603342,0.59723,0.15575,4151
"glossa_protocol",-0.314841004012683,0.53,6,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.44875,0.00786405489394625,0.433253929724403,0.464321004685173,1.21879031571912,0.817649484682375,8.29014002206492,0.57443875,0.071,4152
"glossa_protocol",-0.314841004012683,0.53,8,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.5615,0.00784566361119313,0.54595752434221,0.576952552142674,1.43630840394686,0.840998443786054,12.7616439614926,0.56350875,0.05175,4153
"glossa_protocol",-0.314841004012683,0.53,10,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.65575,0.00751235544786054,0.640791422221691,0.670480737837097,1.63925817342329,0.844500527087627,19.8666233221398,0.55100375,0.03,4154
"glossa_protocol",-0.314841004012683,0.53,12,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.707,0.00719637061302432,0.692622778194945,0.72107426379821,1.79646892945902,0.862829308694294,28.8460002796194,0.548665,0.02275,4155
"glossa_protocol",-0.314841004012683,0.53,16,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.8155,0.0061331017845785,0.803125441428619,0.827411883521237,2.09499808434826,0.865440579034367,56.4903084788601,0.54507125,0.011,4156
"glossa_protocol",-0.314841004012683,0.53,20,"point",4000,0.083300784938338,0.0299701168376013,1.1,0.5,10,0.887,0.00500577166878394,0.876779927178081,0.89665082803949,2.39062835153337,0.873687211335593,127.00578947214,0.53864125,0.00525,4157
